IDEnquestat	IDCol·lector	DataInici	DataFinal	AdreçaElectrònica	Nom	Cognoms	DadesPersonalitzades	Respecte a l'accés a l'habitatge, creus que al teu barri?	Quin creus que és el principal problema en relacio a l'accés a l'habitatge? (Tria fins a dues opcions)								Creus que la situació respecte a l'ensenyament públic (incloses totes les etapes) al barri és?	Quin creus que és el principal problema en relació  a l'accés a l’escola pública? (Tria fins a dues opcions)						Creus que la situació de l’atenció sanitària pública al teu barri és?	Quin creus que és el principal problema en relació a l'accés a l’atenció sanitària? (Tria fins a dues opcions)							Creus que les tarifes actuals del transport públic són?	Com valoraries la qualitat de l'aire que es respira al teu barri?	El nivell de soroll (diürn i nocturn) en el teu barri és?	Creus que el nivell de turisme al teu barri és?	Quin creus que és el principal inconvenient en relació al nivell de turisme al teu barri? (Tria fins a dues opcions)								Quins tipus d'espai fan més falta al barri? (Tria fins a dues opcions)							Les possibilitats per què la ciutadania opini i influeixi en les polítiques municipals actualment són?	Creus que les instàncies de vida associativa (cooperatives, entitats culturals, etc) al teu barri són?	Estaries d'acord amb que el regidor del districte sigui escollit directament per la gent?	Quins altres problemes no esmentats en el qüestionari són importants al barri on vius? I per la ciutat?	Tens alguna proposta per al barri / districte que es pogués implementar en el futur?	Quants anys tens?	Identifiques el teu gènere com		Barri		Codi Postal	Quin és el nivell màxim d'educació que has obtingut?	Quina és la teva situació laboral?		Participes en alguna associació / organització?
3715647617	60358171	26/01/2015 09:05:09	26/01/2015 09:23:57					Hi ha greus problemes			Manca d'oferta pública / cooperativa	Dificultats accés als crèdits					Dolenta	Poques places					Manquen llars d'infants	Dolenta				Durada dels temps d'espera	Problemes d'atenció / tracte			Massa elevades	Adequada	Normal	Beneficiós							Cap				Centres Civics	Zones per a esports				Molt insuficients	Insuficients	Sí	Que les accions als barris es consultin am les entitats associatives (p.e. pla paral.lel)	S'han eliminat masses places d'aparcament pels veins.	51	Home		Sant Antoni		8015	Universitària	Treballador per compte propi		No
3715647220	60358171	26/01/2015 09:14:40	26/01/2015 09:19:30					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra				Condicions dels habitatges				Adequada							Adequada								Elevades	Adequada	Alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics					Parcs / zones verdes			Zones per a esports				Molt insuficients	Adequades	Sí			48	Home		La Salut		8024	Secundària	Treballador per compte propi		Sí
3715646552	60358171	26/01/2015 09:14:12	26/01/2015 09:17:33					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta				Mala qualitat de l'ensenyament			Adequada						Problemes de qualitat		Elevades	Adequada	Normal	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)								Centres Civics		Zones de jocs per a nens			Insuficients	Adequades	Sí			35	Home		La Vila de Gràcia		8012	Universitària	Estudiant		Sí
3715638062	60358171	26/01/2015 09:07:37	26/01/2015 09:20:12					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places				Desigualtat entre escoles		Dolenta	Manca de centres d'atenció primària			Durada dels temps d'espera				Massa elevades	Adequada	Baix	Ni perjudicial ni beneficiós							Cap				Centres Civics			Places		Molt insuficients	Insuficients	Sí	Manca d'una forta xarxa de serveis socials accesible.		28	Home		El Camp de l'Arpa del Clot		8026	Universitària	Treballador per compte aliè		Sí
3715637357	60358171	26/01/2015 09:07:16	26/01/2015 09:10:17					Hi ha greus problemes						Desnonaments			Dolenta			Estat dels edificis i instal·lacions				Dolenta		Manca de places/serveis hospitalaris						Massa elevades	Dolenta	Baix	Ni perjudicial ni beneficiós	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)										Zones de jocs per a nens			Molt insuficients	Insuficients	Sí			27	Home		La Verneda i la Pau			Universitària	Aturat		Sí
3715634719	60358171	26/01/2015 09:01:43	26/01/2015 09:09:43					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Adequada				Mala qualitat de l'ensenyament		Recursos de suposrt escasos	Dolenta	Manca de centres d'atenció primària			Durada dels temps d'espera				Elevades	Adequada	Normal	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes			Zones per a esports				Molt insuficients	Adequades	Sí	Recursos insuficients als Serveis Socials en tota la ciutat, augment dels hotels/hostels excessiu		30	Home		La Vila de Gràcia		8012	Universitària	Treballador per compte aliè		No
3715631659	60358171	26/01/2015 09:01:20	26/01/2015 09:06:34					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta															Massa elevades	Dolenta	Normal	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)											Places		Molt insuficients	Insuficients	Sí			28	Home		L'Antiga Esquerra de l'Eixample			Universitària	Treballador per compte propi		Sí
3715623014	60358171	26/01/2015 08:54:01	26/01/2015 09:00:33					No hi ha problemes importants				Dificultats accés als crèdits			Excés de pisos buits		Adequada	Poques places				Desigualtat entre escoles		Adequada	Manca de centres d'atenció primària							Elevades	Molt dolenta	Molt alt	Ni perjudicial ni beneficiós					Sorolls	Augment de les escombraries, brutícia						Zones per a esports				Molt insuficients	Adequades	Sí			36	Home		El Fort Pienc		8013	Universitària	Treballador per compte aliè		No
3715622925	60358171	26/01/2015 08:55:49	26/01/2015 08:59:09					Hi ha alguns problemes		Manca d'oferta de lloguer / compra	Manca d'oferta pública / cooperativa						Bona				Mala qualitat de l'ensenyament	Desigualtat entre escoles		Adequada		Manca de places/serveis hospitalaris	Manca de serveis d'urgències					Massa elevades	Dolenta	Alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)						Parcs / zones verdes			Zones per a esports				Molt insuficients	Insuficients	Sí			32	Dona		La Nova Esquerra de l'Eixample			Universitària	Treballador per compte aliè		No
3715622064	60358171	26/01/2015 08:54:42	26/01/2015 09:09:30					Hi ha alguns problemes								Habitatges poc ecològics	Adequada						No hi ha opció de menú vegetarià	Bona				Durada dels temps d'espera				Elevades	Dolenta	Alt	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)					Aparcament	Parcs / zones verdes						Espais (nets i desinfectats) per a gossos	Insuficients	Adequades	No	Ciutat: El zoo de Barcelona hauria de reconvertir-se en un centre de recuperació d'animals i no un centre d'explotació	Parc de l'EINA (/Collserola): Control exhaustiu per assegurar que es respecte la prohibició de la caça. No pot ser que hi hagi cartuix per terra. També regular que les bicicletes no baixen pel parc a altes velocitats impedint que la gent passegi tranquila.	29	Dona		La Sagrada Família	I treballo a Sarria-Sant Gervasi	8025	Universitària	Treballador per compte aliè		Sí
3715619649	60358171	26/01/2015 08:39:38	26/01/2015 08:58:09					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places				Desigualtat entre escoles		Adequada				Durada dels temps d'espera		Problemes de qualitat		Elevades	Molt dolenta	Alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)								Centres Civics	Zones per a esports				Molt insuficients	Insuficients	Sí			36	Home		La Sagrada Família		8013	Universitària	Treballador per compte propi		No
3715619483	60358171	26/01/2015 08:52:13	26/01/2015 08:59:23					Hi ha greus problemes					Condicions dels habitatges	Desnonaments	Excés de pisos buits		Dolenta					Desigualtat entre escoles	Ràtios altes	Bona				Durada dels temps d'espera				Massa elevades	Molt dolenta	Molt alt	Ni perjudicial ni beneficiós							Cap		Parcs / zones verdes						Horts	Molt insuficients	Insuficients	No	Que no hi hagués regidor, es funcionés per assemblea oberta.	Crear grups específics per a la transició al decreixement.	21	Home		Navas		8027	Secundària	Inactiu (no treballa fora de casa ni busca feina)		Sí
3715618823	60358171	26/01/2015 08:52:39	26/01/2015 08:56:59					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra	Manca d'oferta de lloguer / compra	Manca d'oferta pública / cooperativa		Condicions dels habitatges		Excés de pisos buits		Bona					Desigualtat entre escoles		Adequada			Manca de serveis d'urgències					Elevades	Adequada	Alt	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics	Sorolls	Augment de les escombraries, brutícia			Parcs / zones verdes				Zones de jocs per a nens	Places		Molt insuficients	Insuficients	Sí		reduïr les llicencies per obrir bars i ajudar al petit comerç a sobreviure. Potenciar obertura de nou petit comerç	42	Dona		El Poble Sec		8004	Universitària	Treballador per compte aliè		No
3715612198	60358171	26/01/2015 08:46:48	26/01/2015 09:11:53					Hi ha alguns problemes				Dificultats accés als crèdits												Dolenta				Durada dels temps d'espera		Problemes de qualitat		Massa elevades	Bona	Baix	Ni perjudicial ni beneficiós								Cobren entrada al Parc Güell. Cada vegada hi ha més botigues de souvenirs.							Van tirar totes les cases a la sortida de metro de Vallcarca i ara són solars abandonats. Sense gastar-se gaires diners podrien habilitar el que per desgracia han destruït.	Molt insuficients	Adequades	Sí	S'hauria d'estudiar bé en que ens gastem els diners. Pensar en el ben estar, fer una cuitat acollidora i agradable en comptes d'una ciutat on es prioritza el consumisme.	Més habitatge social per la gent que malviu.	23	Dona		El Coll		8023	Universitària	Altres (especifiqueu)	Sóc cambrera mentre intento fer diners per compte pròpia com a il·lustradora	Sí
3715611978	60358171	26/01/2015 08:46:03	26/01/2015 08:57:20					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra															Adequada		Manca de places/serveis hospitalaris						Massa elevades	Adequada	Baix	Perjudicial	Nivell excessiu		Encariment dels preus (aliments, oci, habitatge, etc.)													Molt insuficients	Adequades	Sí	Per la ciutat: la corrupció, la privatització de l'espai públic, l'excés d'hotels, la desatenció al ciutadà.	No, només fa un any que hi visc i encara no m'ho conec prou.	39	Dona		El Poblenou		8005	Universitària	Treballador per compte aliè		No
3715608463	60358171	26/01/2015 08:43:52	26/01/2015 08:49:29					Hi ha greus problemes			Manca d'oferta pública / cooperativa				Excés de pisos buits		Bona	Poques places		Estat dels edificis i instal·lacions				Bona		Manca de places/serveis hospitalaris		Durada dels temps d'espera				Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)		Sorolls					Biblioteques			Zones de jocs per a nens			Molt insuficients	Insuficients	Sí			39	Home		Les Corts		8014	Secundària	Aturat		No
3715606714	60358171	26/01/2015 08:42:56	26/01/2015 08:46:56					Hi ha alguns problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places				Desigualtat entre escoles		Adequada			Manca de serveis d'urgències	Durada dels temps d'espera				Elevades	Dolenta	Normal	Ni perjudicial ni beneficiós					Sorolls										Mes places als centres esportius, i preus accesibles	Molt insuficients	Adequades	Sí	Comvivencia, sorolls a les places de nit, bicicletes per les aceres, peatons pe arril bici etc		62	Dona		El Poblenou		8005	Universitària	Jubilat / Pensionista		Sí
3715605140	60358171	26/01/2015 08:37:57	26/01/2015 09:01:30					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra							manca d'acces a persones grans a pisos amb ascensor, es van fer pisos de proteccio oficial al costat i no es va donar cap oportunitat a la gent del barri sino que al contrari s'ha portat gent encara mes marginal d'altres barris  degradant encara més el barri, aquest barri sempre ha estat oblidat!. La politica d'habitatge no esta enfocada al barri sino a aplegar lo pitjor de barcelona en aquesta zona que queda al marge de la resta de la ciutat, pero aixo si, els que tenim nomina paguem els mateixos impostos que la resta.	Molt dolenta						l'acces basicament es per inmigrants	Dolenta				Durada dels temps d'espera		Problemes de qualitat		Massa elevades	Dolenta	Alt	Ni perjudicial ni beneficiós		Nivell insuficient	Encariment dels preus (aliments, oci, habitatge, etc.)										Zones de jocs per a nens	Places		Insuficients	Molt insuficients	Sí	incivisme, seguretat, zona saturada d'immigracio amb els problemes que comporta, manca de cultura catalana	facilitats a les persones grans a pisos amb ascensor, servei de portar la compra a casa de la gent gran igual q es fa als de caritas, instalacio d'ascensors als pisos de ciutat meridiana, reduccio del soroll de l'autopista amb reducció de velocitat i pantalles	34	Dona		Ciutat Meridiana		8033	Universitària	Treballador per compte aliè		Sí
3715603071	60358171	26/01/2015 08:39:48	26/01/2015 08:48:11					Hi ha alguns problemes			Manca d'oferta pública / cooperativa		Condicions dels habitatges				Adequada			Estat dels edificis i instal·lacions		Desigualtat entre escoles		Dolenta	Manca de centres d'atenció primària			Durada dels temps d'espera				Massa elevades	Adequada	Normal	Ni perjudicial ni beneficiós							Cap								"Àrees per gossos en condicions tal com s'ha promès a l'Ordenança, no ""pipicans"""	Molt insuficients	Insuficients	Sí	Polítiques de benestar animal municipals, lluita contra abadonament i maltractament animal, creació del nou CAAC, gestió nefasta del ZOO de BCN, eliminació gossos de seguretat al metro	Que s'acabin d'un vegada les obres a Pça Sanllehy, que funcioni la L9 i recuperar la plaça pel barri	45	Home		Can Baró		8024	Secundària	Treballador per compte propi		Sí
3715601972	60358171	26/01/2015 08:38:55	26/01/2015 08:45:36					Hi ha greus problemes								gentrificació, elevat preu, venta de pisos a estrangers adinerats	Dolenta	Poques places						Adequada				Durada dels temps d'espera		Problemes de qualitat		Elevades	Dolenta	Baix	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)											Places		Insuficients	Insuficients	Sí			36	Dona		El Poblenou		8005	Universitària	Treballador per compte aliè		No
3715599291	60358171	26/01/2015 08:36:30	26/01/2015 08:44:36					Hi ha alguns problemes				Dificultats accés als crèdits			Excés de pisos buits		Dolenta	Poques places						Dolenta			Manca de serveis d'urgències	Durada dels temps d'espera				Massa elevades		Normal	Ni perjudicial ni beneficiós												Zones per a esports				Molt insuficients	Molt insuficients	Sí			34	Dona		Navas		8027	Secundària	Treballador per compte aliè		Sí
3715596988	60358171	26/01/2015 08:34:46	26/01/2015 08:37:49					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta						Falta de diferents opciones pedagogiques	Adequada								Elevades	Dolenta	Molt alt	Perjudicial			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics					Parcs / zones verdes				Zones de jocs per a nens			Molt insuficients	Adequades	Sí			39	Home		La Vila de Gràcia			Universitària	Treballador per compte propi		Sí
3715594852	60358171	26/01/2015 08:32:39	26/01/2015 08:40:38					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra			Dificultats accés als crèdits					Dolenta	Poques places			Mala qualitat de l'ensenyament			Dolenta				Durada dels temps d'espera	Problemes d'atenció / tracte			Massa elevades	Molt dolenta	Molt alt	Ni perjudicial ni beneficiós			Encariment dels preus (aliments, oci, habitatge, etc.)	Saturació dels espais públics					Parcs / zones verdes			Zones per a esports				Molt insuficients	Insuficients	Sí	Corrupció, manca de transparència en les adjudicacions públiques, dubtosa utilitat de les obres que fa l'Ajuntament.	Destinar el pressopost que actualment es dedica a eixamplar voreres a guarderies, serveis per a la gent gran, centres esportius, reduir el preu del transport public i millorar les línees, etc.	48	Home		El Putxet i el Farró		8006	Universitària	Treballador per compte propi		No
3715590836	60358171	26/01/2015 08:28:38	26/01/2015 08:34:33					No hi ha problemes importants	Relació qualitat-preu del lloguer / compra								Dolenta	Poques places						Molt dolenta				Durada dels temps d'espera				Elevades	Dolenta	Alt	Ni perjudicial ni beneficiós							Cap				Centres Civics	Zones per a esports	Zones de jocs per a nens			Molt insuficients	Molt insuficients	Sí	Aparcaments públics.		33	Home		Sant Gervasi		8006	Secundària	Treballador per compte aliè		Sí
3715590032	60358171	26/01/2015 08:26:12	26/01/2015 08:43:48					Hi ha greus problemes	Relació qualitat-preu del lloguer / compra		Manca d'oferta pública / cooperativa						Dolenta	Poques places		Estat dels edificis i instal·lacions				Dolenta	Manca de centres d'atenció primària			Durada dels temps d'espera				Massa elevades	Adequada	Baix	Ni perjudicial ni beneficiós							Cap				Centres Civics		Zones de jocs per a nens			Molt insuficients	Insuficients	Sí	la brutícia que generen els diferents negocis de recollida de ferralla i els inmigrants que s'hi dediquen sense cap control a la zona de pere IV amb agricultura	podria ser	41	Home		Diagonal Mar i el Front Marítim del Poblenou		8019	Universitària	Treballador per compte aliè		Sí
